weighted_quality_rating,title,quality_score,id,completeness_percent,weighted_error_percent,weighted_quality_score,publisher,schema_version,weighted_completeness_percent,quality_rating,pid,error_percent
Not Rated,NIHR BioResource: Whole Genome Sequencing,29.12,7b922498-1757-418d-96ca-64980a50b647,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,ecb90b4a-6f4f-4398-a4f6-d64891c4a137,46.51
Not Rated,GPES Data for Pandemic Planning and Research (COVID-19),33.95,7d313fa6-941f-48ca-93e1-05d912d183ac,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,696cfc9f-090d-4328-94ac-140760a77c73,51.16
Not Rated,Children In Need Census Wales (CINW),33.95,7d414fa8-565b-451b-bc9c-fe2965c2bc5b,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,e4f6d9a8-88d0-4781-b192-cd165451b272,51.16
Not Rated,National Early Inflammatory Arthritis Audit - clinical dataset,32.78,7d98182a-18f8-4f2e-a59c-5048580557b5,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,b0797c05-352f-455f-8d27-150b6f6354cc,53.49
Not Rated,COVID-19 Vaccination,33.95,7daacbe5-082d-4c12-b801-0fb08932dada,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,b0049073-3335-433d-bdb9-de22547698f8,51.16
Not Rated,Effect of personal air pollution exposure on asthma control in children,61.02,7df79ee6-e67d-4ad9-89f3-23bee6cb0ec5,47.62,25.4,57.94,HUB > BREATHE,1.1.7,41.27,Not Rated,57efab41-65fc-4069-8b9d-e5ced13cb4d3,25.58
Not Rated,At-Risk Registers Integrated into primary care to Stop Asthma crises in the UK,58.67,7e780260-e8d3-4541-b51e-213233dfc349,45.24,26.98,56.35,HUB > BREATHE,1.1.7,39.68,Not Rated,36a5da45-772c-4c67-8ec3-84c9e67332d3,27.91
Not Rated,Next Steps,29.12,7ec7c8c4-770b-41f0-87d0-38ea232ae5bd,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,0ad7a3dd-e720-49ef-9d27-c394a32b0326,46.51
Not Rated,Outpatient Appointments and Attendances - Scottish Morbidity Record (SMR00),33.95,7ed08209-f22e-4cdf-b8b5-e1d58b0bcaf9,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,04cb9964-54fb-4529-b09b-735c3daa1c7b,51.16
Not Rated,COVID Therapeutics data for QResearch,31.62,7ed274f8-c30f-4f97-af5f-808d212de7e8,19.05,60.32,36.5,,1.1.7,33.33,Not Rated,891150d2-85b5-4bed-88a8-7d65f75bb020,55.81
Silver,UHB Eye Image Dataset Release 001,82.42,7f4fb30c-2a09-4d75-bed2-114751e06723,88.1,25.4,84.92,HUB > INSIGHT,1.1.7,95.24,Silver,21fb56d1-726f-40e3-a998-e4b34ba3e46f,23.26
Not Rated,CDE Encounter,32.78,7f7860ee-6235-4e7d-95f3-df692f5d9630,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,3598723f-62fb-4377-9a8b-b264ced1aabd,53.49
Not Rated,National Community Child Health Database (NCCHD),32.78,7fd81823-ee92-49d3-9147-d56515ca2831,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,20fe153c-a5e5-4991-900e-8fa9988e771a,53.49
Silver,GENOMICS ENGLAND 100K CANCER & COMMON,84.83,7fdb684d-bb7a-4d0b-8666-9f10510f071f,95.24,30.16,84.92,GENOMICS ENGLAND,1.1.7,100.0,Silver,702f0198-bdfe-401e-97f2-35f5d26357ad,25.58
Silver,COVID-19 Test Trace and Protect [CTTP],76.47,80a7208f-c174-42bd-9127-e8f006de7c95,76.19,26.98,77.78,ALLIANCE > SAIL,1.1.7,82.54,Silver,c0fc84af-aeab-4c7e-aa0b-8264baff55d9,23.26
Not Rated,Non-invasive assessment of portal hypertension using quantitative MRI (MRQuee),29.12,80c05b85-685e-49c7-8d78-dff6d131ed2f,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,c2ced850-e75c-4428-8cc2-5338c34d138a,46.51
Gold,Cervical Screening Wales,90.64,80e9c439-4909-4534-8bfe-6f01fdec7de7,95.24,15.87,92.06,ALLIANCE > SAIL,1.1.7,100.0,Gold,b32325d7-7f00-4d20-9935-dd02e1bc6932,13.95
Not Rated,Outpatient Database for Wales (OPDW),33.95,80fc6c81-dd24-4f5f-870e-6c1cb7a1766d,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,d331159b-b286-4ab9-8b36-db39123ec229,51.16
Not Rated,Outpatient Dataset,33.95,8193e951-2ed8-4ccf-9fe5-5c2e6f933d60,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,d331159b-b286-4ab9-8b36-db39123ec229,51.16
Not Rated,Weekly SUS Outpatients Dataset,32.78,81c28c63-7cbb-49ce-86b4-c83e1c15fdba,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,572cd3e2-9119-40ff-ab2e-49e8a0a02ab8,53.49
Silver,Risk and outcomes of coagulopathies in acutely unwell adults,75.31,81c54c5a-ceb1-487c-820a-437b4dd002ca,76.19,25.4,79.36,HUB > PIONEER,1.1.7,84.13,Bronze,bf3fe16c-5377-4571-b5a5-7aa7e796594c,25.58
Not Rated,Inflammatory Bowel Disease datasets - Data profiling GWM,29.12,81d82bed-37f3-4975-ac21-5fcc1090853f,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,c3a75213-e310-4d32-81bb-fe9cff43ef2e,46.51
Not Rated,Mental Health & Learning Disabilities Dataset v 1 (Sensitive) Episodes,60.05,8226b6fa-d815-4f15-9064-b56beb0fddb1,64.29,49.21,64.28,ALLIANCE > NHS DIGITAL,1.1.7,77.78,Not Rated,a27400b0-0efb-4af8-a7bc-e2c7e59796e3,44.19
Bronze,Research Donors Ltd,77.63,826114ca-2563-4c0c-b023-3417ead32956,76.19,19.05,73.81,ALLIANCE > TISSUE DIRECTORY,1.1.7,66.67,Silver,fcb62cb3-c876-47a3-961e-fb27c6f718fa,20.93
Not Rated,NHS Tayside and Fife Immunology (Extractable),32.78,8286eef9-0533-488e-bf19-8fc0fa1dd00b,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,39055449-c074-4b58-adb2-b1c0d2441c4d,53.49
Not Rated,Reasons for delay in seeking care for pneumonia in children under five,29.12,828bc515-6b42-4492-a77e-cf20226ba041,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,46f50b9b-b8e2-4ff1-a1b3-779174c3d032,46.51
Bronze,Northern Ireland Biobank (NIB),77.58,82f4cf19-9e6a-4c31-8cc3-085f3d44ba44,71.43,15.87,73.81,ALLIANCE > TISSUE DIRECTORY,1.1.7,63.49,Silver,c6e1ea88-f5bf-4a57-953f-688f313fcb04,16.28
Not Rated,Hypertonic saline nasal irrigation and gargling for suspected COVID-19,29.12,830c22bb-4321-4fa3-ba04-be9b30518877,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,574cf7bc-dd70-4508-a66d-ac59d8d06639,46.51
Not Rated,Covid-19 Tests,32.78,83e2e155-1845-4bfd-a0c0-9e81b0a41397,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,53585c9c-f588-41f8-b493-3d271a2794a8,53.49
Not Rated,Deriving and validating a clinical prediction rule for the diagnosis of asthma in primary care,67.0,842e8c5c-a298-4942-9ac4-f95d1a5f87b3,61.9,26.98,64.29,HUB > BREATHE,1.1.7,55.56,Bronze,b0a68ee7-742d-45dc-aae9-4be4e1655fc0,27.91
Silver,HIC Acute Coronary Syndromes,81.34,844f3be0-f50d-4a88-9783-0928ad1c2aad,95.24,34.92,82.54,NIHR Health Informatics Collaborative Cardiovascular Theme,1.1.7,100.0,Silver,869a9b4e-3537-449f-9a59-a0eac523c4e4,32.56
Bronze,"Oncology Clinical Trials Office, University of Oxford",76.38,8466ec6f-8a4c-4286-8138-04c35e12b1f8,69.05,15.87,72.22,ALLIANCE > TISSUE DIRECTORY,1.1.7,60.32,Silver,4a65f6d6-f2e4-4d98-a3a4-94a32206836d,16.28
Not Rated,National Audit of Psychosis - Audit on Early Intervention in Psychosis services -  patient experience survey,46.84,849d46e6-49a6-4456-a5ae-990c02012bf2,28.57,34.92,44.45,ALLIANCE > HQIP,1.1.7,23.81,Not Rated,c3e63860-bd61-4154-ab5f-ca927fb029c4,34.88
Not Rated,COMPARE,60.99,84b6d047-2a05-4fc0-8537-809dbb3d18ed,45.24,22.22,58.73,OTHER > The University of Cambridge,1.1.7,39.68,Not Rated,8cbb73e2-a2c4-4caf-8dcd-6ac3795bb996,23.26
Not Rated,CRIS,39.73,84de0d13-f5bd-4c22-83d3-e1adb00d5a72,16.67,36.51,38.89,ALLIANCE > OXFORD UNIVERSITY HOSPITALS NHS TRUST,1.1.7,14.29,Not Rated,67cea834-33f5-4ed7-9dc2-072ad077de07,37.21
Gold,North West London Coordinate My Care (NWL CMC),87.13,850f99cb-f091-4f10-86ee-06a3eaa7df53,92.86,22.22,87.31,HUB > DISCOVER NOW,1.1.7,96.83,Gold,c853b41b-fbd1-4896-b0fb-85303109fec4,18.6
Not Rated,Hospitalised Community Acquired Pneumonia granular pathway and outcome data,33.95,8559e83d-ba93-4c98-af86-286f87f54a14,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,6225bc5d-ace2-498f-8a90-2d671771bc65,51.16
Silver,Cystic Fibrosis Patient Tendon Rupture,87.16,8638e095-a609-463f-b36e-c4cac4519660,95.24,30.16,84.92,ALLIANCE > CYSTIC FIBROSIS TRUST,1.1.7,100.0,Gold,4fcc8b11-2b9b-4f68-b51a-978749d89acc,20.93
Bronze,Oxford Musculoskeletal Biobank,75.22,865f0e79-f862-493b-b863-b39b777d60ca,69.05,17.46,71.43,ALLIANCE > TISSUE DIRECTORY,1.1.7,60.32,Bronze,ccd6e59d-3582-4f47-a4cd-f5845192d75c,18.6
Silver,Its Not JUST Idiopathic pulmonary fibrosis Study (INJUSTIS),83.47,8665b36e-f9a5-4062-ba56-d33fecfe3376,78.57,12.7,77.78,HUB > BREATHE,1.1.7,68.25,Silver,cc6f926a-90cf-4083-84e7-131d1e63813b,11.63
Bronze,HES:Civil Registration (Deaths) bridge,63.54,86d7088b-7a15-4e9a-b2b0-857a67e04650,64.29,41.27,67.46,ALLIANCE > NHS DIGITAL,1.1.7,76.19,Not Rated,21aec912-444f-447d-b3c4-6791a6c82667,37.21
Not Rated,Quality of Life of Cancer Survivors: Pilot Patient Reported Outcomes (GOLD),33.95,86e4b1ad-e63c-4ab1-80f3-5c136ce7e94e,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,83059be4-071b-4a36-8ab1-9fde1e32e75e,51.16
Not Rated,EMEP4UK Pollution,62.18,8821748d-9d8b-4787-91cc-0a58c5ab890d,47.62,23.81,58.73,HUB > BREATHE,1.1.7,41.27,Not Rated,eb76598f-e228-413c-82f3-231809062611,23.26
Bronze,University of Southampton Faculty of Medicine Tissue Bank,76.38,88576066-fb5f-43e2-8af4-0904630b2f1b,69.05,15.87,72.22,ALLIANCE > TISSUE DIRECTORY,1.1.7,60.32,Silver,786563e9-5377-4d18-8d32-65ff14d53987,16.28
Not Rated,HES Patient Reported Outcomes Measures (PROMs) data for CPRD Aurum,32.78,88bf4a0e-28ea-4124-8121-f20aed9147de,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,7958450d-bd25-42c4-b79e-0e3d0806ac21,53.49
Not Rated,CPRD GOLD CHESS,32.78,88dced95-f51d-4207-91ae-9e506195a419,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,1b677d33-8e87-4951-9658-e99ae73d963b,53.49
Not Rated,Mental Health Minimum Dataset v2.6 (Non-Sensitive),60.05,895e5c2f-e484-4d08-91c6-35ac2f85c231,64.29,49.21,64.28,ALLIANCE > NHS DIGITAL,1.1.7,77.78,Not Rated,702201ff-e729-4e29-a428-32953c9a0332,44.19
Bronze,Human Biomaterials Resource Centre,76.38,89aac17d-f8a1-4ddc-9495-4adc278234a9,69.05,15.87,72.22,ALLIANCE > TISSUE DIRECTORY,1.1.7,60.32,Silver,2f085ac6-d33d-4b9b-8a99-624cc51c3f17,16.28
Not Rated,CPRD COVID-19 Symptoms and Risk Factors Synthetic Dataset,32.78,89fe9e07-0d2f-4363-83fe-bad3c732eb20,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,a48c65e2-a4e0-4d05-9e9c-fc84e050dea0,53.49
Not Rated,"Studies Supported by NIHR CRN, ICD10 Coded, with Summary Site Recruitment Data",33.95,8a0d67e2-6daa-4ebe-913b-eb5ede8801ba,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,02397c83-62e6-4ec2-8366-89d211739564,51.16
Not Rated,National Joint Registry - Primary Knee Replacement dataset,32.78,8a4d097a-3ef2-4452-b6e0-98e2baebb427,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,d517e6fc-9a88-4647-b787-dcbed3635885,53.49
Gold,COVID-19 Consolidated Deaths,89.48,8bbcf9f4-a3c4-4f26-aa0e-c5c46457afa3,95.24,20.63,89.69,ALLIANCE > SAIL,1.1.7,100.0,Gold,70e37f44-5c3e-4c83-a42a-89b3476d1d45,16.28
Not Rated,National Joint Registry - Revision Ankle Replacement dataset,32.78,8bbfbc8c-dad2-4a0b-b255-4aae3687a371,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,b4f076d2-c9a3-49ba-84f4-94148dc8511a,53.49
Not Rated,A dataset of monitored patient safety indicators in 3 acute hospital settings,33.95,8bffc58f-c78c-43c4-b74b-c94479a76f91,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,4985feee-3c91-47be-a122-2e13073bdac9,51.16
Not Rated,Sectra PACS,39.76,8c7abca7-4292-4d1f-b311-c132a7adf109,19.05,38.1,38.88,ALLIANCE > BARTS HEALTH,1.1.7,15.87,Not Rated,10bf4c08-6702-44fe-8faa-1280dea6b0c9,39.53
Not Rated,Falls and Fragility Fracture Audit Programme Fracture Liaison Service Database clinical dataset,46.84,8c8cf129-e87c-46b3-8812-19e07578ee89,28.57,34.92,44.45,ALLIANCE > HQIP,1.1.7,23.81,Not Rated,d94a604c-5733-4f07-93bb-e77b6ea2313f,34.88
Not Rated,Cancer Patient Experience Survey (CPES) for CPRD Aurum,29.12,8d00d72e-d10a-4cbc-8f81-95339b25c517,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,fded6e24-8fef-47a4-a65e-9455bed043d3,46.51
Silver,Quality of Life of Cancer Survivors: Pilot Patient Reported Outcomes (Gold),77.69,8d06cb09-640c-40db-8387-adf7fab54c3b,80.95,25.4,81.75,ALLIANCE > CPRD,1.1.7,88.89,Silver,83059be4-071b-4a36-8ab1-9fde1e32e75e,25.58
Silver,Quality of Life of Cancer Survivors: Pilot Patient Reported Outcomes (Aurum),77.69,8d24889c-ac3c-4b9d-a8bd-cf9effd64370,80.95,25.4,81.75,ALLIANCE > CPRD,1.1.7,88.89,Silver,3bc43876-507b-4dff-bd2b-7df147322e15,25.58
Not Rated,Deaths – Date of Death,32.78,8d33b7a7-151a-4e2e-b87f-b14371e0cb37,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,faf2fc49-d09f-4ea2-a2cb-b1d30fffa406,53.49
Bronze,Bridge file: Hospital Episode Statistics to Mental Health Minimum Data Set,62.38,8d3f80d4-aeae-46f0-809b-cd6c51e24f75,64.29,42.86,67.46,ALLIANCE > NHS DIGITAL,1.1.7,77.78,Not Rated,31bb8022-f8b1-405a-a22f-140f7c4b4fa6,39.53
Not Rated,Developing and evaluating interventions to improve asthma care: HEAL ASTHMA,29.12,8da6766c-df44-4414-a858-4415e473ea76,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,216924f0-585e-4842-a165-78cf9e0af0aa,46.51
Not Rated,National Asthma and COPD Audit Programme (NACAP): Wales primary care dataset,29.12,8daf5886-4813-465d-9145-3585a8c584bb,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,8a3ec96a-0600-4c6d-8761-9d277f07b9da,46.51
Not Rated,Evaluating the Genetic Factors Associated with Non-Alcoholic Steatohepatitis.,29.12,8e2a9ef9-bc60-4743-be2d-af453b091b38,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,c0e3e61c-000c-43bb-9dd1-55698198a8b6,46.51
Not Rated,REal-time Assessment of Community Transmission (REACT-2),64.67,8e5e3ebe-c0ae-458f-bc75-a5a3368d4c2d,61.9,38.1,65.87,ALLIANCE > IMPERIAL COLLEGE LONDON,1.1.7,69.84,Not Rated,25003f25-384c-4264-9c8f-dd8734ee5595,32.56
Not Rated,Children Receiving Care and Support Census (CRCS),32.78,8e75e0f9-40ed-4505-a8e8-20f21c69ddea,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,fb3fac03-a428-4b3f-8058-5622e1fd57d8,53.49
Not Rated,Mental Health Services Data Set - Inpatients,57.53,8eace3c2-1dc8-4708-9350-ad129b7d2bc9,47.62,30.16,57.94,ALLIANCE > NHS DIGITAL,1.1.7,46.03,Not Rated,275ac6a4-798b-4f49-a25e-008245050bbc,32.56
Not Rated,Welsh Longitudinal General Practice Dataset (WLGP) - Welsh Primary Care,33.95,8f2cb486-6a3b-418e-8fb4-b85bc454eaf3,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,33fc3ffd-aa4c-4a16-a32f-0c900aaea3d2,51.16
Not Rated,Unscheduled Care Data Mart,33.95,8f54b1ad-b8cd-44a3-94d7-c98133ca913d,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,a265af2e-40fc-4759-af61-eab293cdad5a,51.16
Silver,The impact of hospitalised patients with COPD: from admission to outcome,75.31,8fac682b-96be-4e21-a2a9-5fe66c3b35ff,76.19,25.4,79.36,HUB > PIONEER,1.1.7,84.13,Bronze,780bf7d0-9ee1-4641-a74f-dc148e361970,25.58
Not Rated,Eye images and retinopathy grades in diabetic eye screening,33.95,8fc6bf25-df25-429f-be41-b7d5ffd4ff15,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,3b1bb176-e22f-402a-b863-730d05b22021,51.16
Not Rated,Rural-Urban classification for CPRD Aurum,33.95,90671a93-53ba-44fe-90f5-b1e138a6819b,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,b7d24b82-f8a4-4838-844c-ecd86ddf5db2,51.16
Not Rated,COVID-19 COG-UK Viral Genome (variant strain data),32.78,90ace555-da01-4940-a3ef-78bb83976ff0,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,9a36f3f8-3b7e-4e61-8993-b9cc2734fcb8,53.49
Not Rated,RAPID (Hospital Stay Level Data),30.45,90db47a7-d082-4778-884c-78f9b6c7e57f,19.05,65.08,34.12,,1.1.7,33.33,Not Rated,1fc57971-5af5-499e-a500-4ffbb087f0c4,58.14
Not Rated,Prescribing Information System (PIS),33.95,90f44ae7-8394-4fe5-8c1e-c9aa5bf0edf1,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,22e3943e-edb5-44a1-9e4e-22b0f7a31767,51.16
Bronze,Bloodwise Childhood Leukaemia Cell Bank,77.58,914321d0-1d86-4974-a38d-97469f9ff2cd,71.43,15.87,73.81,ALLIANCE > TISSUE DIRECTORY,1.1.7,63.49,Silver,93baeb13-cc4b-47fd-9dae-5ae5277cba54,16.28
Not Rated,"Demographic risk factors, biomarkers, physiology for Acute Compartment Syndrome",33.95,9147f060-0210-40a6-a557-ce744a63f912,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,60c1557a-4541-429f-bbe5-f9edbdb34f8a,51.16
Not Rated,National Asthma and COPD Audit Programme (NACAP): Pulmonary rehabilitation - clinical audit,46.84,91b2fdab-1d0e-41a1-a9cc-1ebb536c7ee5,28.57,34.92,44.45,ALLIANCE > HQIP,1.1.7,23.81,Not Rated,3afbb83d-d47b-43b3-a202-0d3081e5d294,34.88
Not Rated,NHS Tayside Virology,32.78,91f116fc-07f5-47cd-bdbd-f8b68629f98f,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,855a84b2-9d58-4b2b-a450-b6c6d534e403,53.49
Not Rated,Seasonal Influenza Vaccine Effectiveness II,68.13,91f1aef1-7dfe-4cb3-86ab-15e09f91e969,59.52,23.81,64.28,HUB > BREATHE,1.1.7,52.38,Bronze,50b47298-d935-4990-a002-e26b6bb26d30,23.26
Not Rated,"Estimate the cost of care, quality of life and wider societal burden due to COPD",29.12,922f72c0-e3cb-4d89-a56f-50d938a87630,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,ee6013d6-5584-4275-b124-3113ee5ad37d,46.51
Not Rated,National Joint Registry - Revision Elbow Replacement dataset,32.78,925feb2c-195f-460c-bae7-f17ea652fd5d,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,12babf2b-42e8-4b1e-9143-3475a07bb343,53.49
Not Rated,Omega 3 Cohort,29.12,927beb63-f650-4972-a3ad-af8e29dc26a5,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,a1bcea4c-89dd-4cdb-978c-43db676ed73c,46.51
Silver,Yorkshire Specialist Register of Cancer in Children and Young People,85.97,931efe47-04eb-4ff3-aa62-97e2e4007aed,92.86,26.98,84.92,HUB > DATA-CAN,1.1.7,96.83,Silver,93582beb-e45a-47b6-aeab-d26f583e4c3b,20.93
Gold,National Survey for Wales,88.32,9360bc6c-2a7d-4415-869d-3e853c558f4d,95.24,22.22,88.89,ALLIANCE > SAIL,1.1.7,100.0,Gold,bcca421a-9077-4c47-9daa-b1bc030d3dee,18.6
Not Rated,HES Maternity for QResearch,32.78,93a11fe9-c616-4964-9452-fdf736ec8f11,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,30ec0315-5242-40cb-93ad-2c6f244caad4,53.49
Silver,South West Primary Care Dataset,77.69,93aeac00-2e6d-44d7-8643-092c587c241a,80.95,28.57,79.37,HUB > DATA-CAN,1.1.7,87.3,Silver,a47a8c77-3ced-43a0-acf0-3997c4eb5a29,25.58
Not Rated,Exploring psychological issues of primary care teams in Malaysia amidst COVID-19,29.12,94188672-a44d-4ae3-8bb3-f249891a5af7,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,64f78a5f-268f-4951-9c91-f7e7130baffa,46.51
Bronze,National Unified Renal Translational Research Enterprise (NURTuRE),75.22,9445e723-655a-43d0-a4e5-50313d98eac0,69.05,17.46,71.43,ALLIANCE > TISSUE DIRECTORY,1.1.7,60.32,Bronze,15f07cef-f4cc-4a50-90bc-9fd40f8b6327,18.6
Not Rated,Covid Vaccination Dataset (CVVD),31.62,94c7dca9-a96f-4e77-b156-96676a701834,19.05,60.32,36.5,,1.1.7,33.33,Not Rated,471f101c-a45e-4620-8710-be3036a46fba,55.81
Bronze,BioDock,76.38,94e28efd-a976-4748-81fd-956a598c26cb,69.05,15.87,72.22,ALLIANCE > TISSUE DIRECTORY,1.1.7,60.32,Silver,ecb82441-286f-408d-880c-9239a25fb5cd,16.28
Silver,Unscheduled Care Datamart,80.01,94f983ec-af41-451a-af5d-657ac58207c6,80.95,20.63,83.34,ALLIANCE > PUBLIC HEALTH SCOTLAND,1.1.7,87.3,Silver,a265af2e-40fc-4759-af61-eab293cdad5a,20.93
Bronze,RAPPER,77.58,94fab6d3-9753-4ffd-ade2-02d199d93f94,71.43,15.87,73.81,ALLIANCE > TISSUE DIRECTORY,1.1.7,63.49,Silver,76d26f0f-0136-4ae5-8be9-37782a70bac5,16.28
Not Rated,GP dataset - Welsh Primary Care,33.95,953f6cc1-bd69-4fbc-a91b-d33f6c7aa6ca,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,33fc3ffd-aa4c-4a16-a32f-0c900aaea3d2,51.16
Not Rated,"4 Country ChrOnic Respiratory Disease study: PILOT PHASE, Islamabad",29.12,95b26238-3379-4188-ad6c-a09657b77648,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,a6ea6185-2e2e-4738-b7f1-dc052eae902e,46.51
Bronze,VIVALDI 2,64.64,96c73136-da1b-43de-9fd1-9d5e63631b14,59.52,33.33,68.25,OTHER > UNIVERSITY COLLEGE LONDON,1.1.7,69.84,Not Rated,12f1ffbc-0ddd-4d6e-b126-2cccf6738658,30.23
Silver,SAIL Dementia e-Cohort,80.03,9709ee81-c5f1-4c01-a1ac-51ae2a0a60f3,83.33,23.81,83.34,ALLIANCE > SAIL,1.1.7,90.48,Silver,f48b7c05-6a44-480c-84c6-4f7a684f29f8,23.26
Not Rated,FFFAP -  National Hip Fracture Database Facilities Survey 2019,29.12,97771ec7-2abb-4d6e-b630-77c61a5e314a,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,025c9e8a-938b-4886-9e03-fcad90fe7157,46.51
Not Rated,"Resilience, Ethnicity & Adolescent Mental Health (REACH)",29.12,97a5f21e-c0a9-4a04-978b-9f054d7b6bcf,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,0f754b8b-353e-4e8d-9ff0-03d5e0817e02,46.51
Not Rated,Mental Health Minimum Dataset v4 (Sensitive) Records,60.05,97fa09e6-5ea5-41cd-baf8-20366db13a3f,64.29,49.21,64.28,ALLIANCE > NHS DIGITAL,1.1.7,77.78,Not Rated,eab996ed-b268-439a-bff4-19925698336a,44.19
Not Rated,Characterisation of hospitalised COPD exacerbations using real world data,33.95,9836e0e1-5ea2-4dc4-be5a-24e390b7fa33,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,f6f2978d-4a49-4dd9-8615-78d28e6dc83c,51.16
Bronze,RATHL Trial,77.61,99812cec-ea1c-4979-8e00-32df5bad000b,73.81,17.46,73.02,ALLIANCE > TISSUE DIRECTORY,1.1.7,63.49,Silver,e5ec63dd-4da5-4119-99c8-5cc79045618c,18.6
Not Rated,Clinical characteristics of hospitalised primary biliary cholangitis patients,33.95,9991ac9c-0aab-4588-a862-eaab2e60a1f7,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,ee315149-c131-4b7c-b88a-9d4a3e1f7948,51.16
Not Rated,Sars-CoV-2 Immunity & REinfection EvaluatioN (SIREN),32.78,99b505ee-44c6-497d-b30b-3ce80eba4047,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,8e0221d4-dcfa-4580-834b-f44421fca3b5,53.49
Not Rated,The EPIC-Norfolk Study,29.12,99bc7b04-5c5b-4e3d-baba-2f7ca4b9d802,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,fe610510-fe78-461e-9c73-54dae67cade4,46.51
Not Rated,MR measures of liver fibrosis (MRker),30.45,9a18a460-e6d8-405e-84b1-d50c3fb74316,19.05,65.08,34.12,,1.1.7,33.33,Not Rated,335905f0-4b94-451e-96f1-5b44f45ea923,58.14
Silver,Quality of Life of Colorectal Cancer Survivors: Patient Reported Outcomes (Gold),76.52,9a5fdb85-7bd6-4073-9058-e45667d497a8,80.95,30.16,79.37,ALLIANCE > CPRD,1.1.7,88.89,Silver,61a607a9-b404-41e0-a52e-0c6d0ce8c2be,27.91
Not Rated,Blended learning for primary care physicians on COPD in Bangladesh,29.12,9a836aa8-60c7-4911-943e-477b0ae8bbb8,4.76,46.03,29.36,,1.1.7,4.76,Not Rated,3907a55f-104b-4533-ba21-69bd5f08ce8f,46.51
Not Rated,Systemic Anti-Cancer Therapy Dataset [SACT],32.78,9abb8804-de89-4aba-8877-0e9a405870fe,19.05,55.56,38.88,,1.1.7,33.33,Not Rated,6c4ed998-0f05-415c-a3e4-42430bb62d24,53.49
Not Rated,Neovascular age related macular degeneration at University Hospitals Birmingham,33.95,9b356432-2650-4ded-aa75-657871b38fe3,19.05,50.79,41.27,,1.1.7,33.33,Not Rated,89c2c798-2e0f-4235-9cd9-e2347f2dfc50,51.16
Not Rated,National Cardiac Audit Programme - National Congenital Heart Disease Audit (NCHDA),46.84,9b7d2306-35e2-44a3-a97d-0b0e03a15336,28.57,34.92,44.45,ALLIANCE > HQIP,1.1.7,23.81,Not Rated,2b640175-725a-465f-9aec-6794e6d27791,34.88
